"","year","region","date_deploy","time_deploy","decimal_latitude_at_deployment_wgs84","decimal_longitude_at_deployment_wgs84","date_retrieve","time_retrieve","dec_lat_retrieve","dec_long_retrieve","sum_micro_m3","fibres_lte5mm_m3","beads_lte5mm_m3","polystyrene_lte5mm_m3","fragments_lte5mm_m3","film_lte5mm_m3","nurdles_lte5mm_m3","paint_flakes_lte5mm_m3"
"68",2018,"Clyde","21/10/2018","15:13",55.99067,-4.94317,"21/10/2018","15:42",55.97633,-4.89467,0.0791,0,0,0,0.0791,0,0,0
"69",2018,"Clyde","21/10/2018","15:48",55.97417,-4.89233,"21/10/2018","16:21",55.98933,-4.94167,0.0126,0,0,0,0.0126,0,0,0
"70",2018,"Clyde","22/10/2018","07:04",56.0485,-4.89833,"22/10/2018","07:37",56.01717,-4.8875,0.1064,0,0,0,0.0887,0.0177,0,0
"71",2018,"Clyde","22/10/2018","09:02",55.901,-4.92617,"22/10/2018","09:34",55.87267,-4.94483,0.0516,0.0172,0,0,0.0344,0,0,0
"72",2018,"Clyde","22/10/2018","09:38",55.871,-4.94517,"22/10/2018","10:11",55.8365,-4.9605,0.0143,0,0,0,0.0143,0,0,0
"73",2018,"Clyde","22/10/2018","11:01",55.86933,-4.91483,"22/10/2018","11:33",55.901,-4.90917,0.0487,0,0,0,0.0487,0,0,0
"74",2018,"Clyde","22/10/2018","14:02",55.98283,-4.75,"22/10/2018","14:35",55.97783,-4.808,0.0145,0,0,0,0.0145,0,0,0
"75",2019,"Clyde","12/11/2019","15:02",55.92267,-4.90783,"12/11/2019","15:33",55.96133,-4.88283,0.016,0,0.008,0,0,0.008,0,0
"76",2019,"Clyde","13/11/2019","14:59",55.92867,-4.5145,"13/11/2019","15:35",55.9395,-4.63583,0.1258,0.0193,0.058,0,0.0097,0.0387,0,0
"77",2019,"Clyde","13/11/2019","15:46",55.9395,-4.6435,"13/11/2019","16:21",55.9565,-4.7595,0.0099,0,0,0,0,0.0099,0,0
"78",2019,"Clyde","14/11/2019","13:31",56.175,-4.78783,"14/11/2019","13:48",56.1935,-4.766,0.1118,0.016,0.016,0,0.0479,0.0319,0,0
"79",2019,"Clyde","14/11/2019","13:56",56.19867,-4.7535,"14/11/2019","14:15",56.18067,-4.7815,0.0175,0,0,0,0,0.0175,0,0
"80",2019,"Clyde","14/11/2019","14:22",56.18617,-4.774,"14/11/2019","14:38",56.16883,-4.791,0.02,0,0,0,0.02,0,0,0
"81",2019,"Clyde","17/11/2019","13:51",55.322,-5.155,"17/11/2019","14:20",55.30233,-5.1015,0.0236,0.0118,0.0118,0,0,0,0,0
"82",2020,"Clyde","12/01/2020","02:05",55.23833,-5.78033,"12/01/2020","02:38",55.23617,-5.73683,0.0171,0,0.0086,0,0,0.0086,0,0
"83",2020,"Clyde","12/01/2020","03:13",55.23333,-5.68917,"12/01/2020","03:49",55.23167,-5.64217,0.0466,0,0.0233,0,0,0.0233,0,0
"84",2020,"Clyde","12/01/2020","04:32",55.22883,-5.58183,"12/01/2020","05:05",55.22417,-5.5325,0.0244,0,0,0,0.0081,0.0163,0,0
"85",2020,"Clyde","12/01/2020","05:34",55.22267,-5.49017,"12/01/2020","06:03",55.2215,-5.44517,0.0127,0,0,0,0,0.0127,0,0
"86",2014,"East Shetland Shelf","09/01/2014","18:35",60.37067,1.08033,"09/01/2014","19:26",60.3445,1.27733,0.013,0,0,0,0.013,0,0,0
"87",2014,"East Shetland Shelf","10/01/2014","00:27",60.462,1.34217,"10/01/2014","01:37",60.59667,1.341,0.0917,0.0267,0,0.0038,0.0611,0,0,0
"88",2014,"East Shetland Shelf","10/01/2014","02:47",60.678,1.34133,"10/01/2014","03:47",60.78783,1.413,0.0211,0.007,0,0,0.0106,0,0.0035,0
"89",2014,"East Shetland Shelf","10/01/2014","12:05",60.93833,1.21383,"10/01/2014","13:35",60.77667,1.0885,0.0295,0,0,0.0033,0.0262,0,0,0
"90",2014,"East Shetland Shelf","10/01/2014","13:45",60.764,1.079,"10/01/2014","15:01",60.63183,0.99133,0.0982,0,0,0.0655,0.0262,0.0065,0,0
"91",2014,"East Shetland Shelf","10/01/2014","19:39",60.64567,0.75067,"10/01/2014","21:05",60.58017,0.525,0.048,0,0,0,0.0384,0.0064,0.0032,0
"92",2014,"East Shetland Shelf","10/01/2014","21:10",60.578,0.5205,"10/01/2014","22:51",60.51717,0.25767,0.0346,0,0,0,0.0252,0.0094,0,0
"93",2014,"Fladen and Moray Firth Offshore","09/01/2014","09:00",59.31917,-0.61083,"09/01/2014","10:00",59.40633,-0.44467,0.0055,0,0,0,0.0055,0,0,0
"94",2014,"Fladen and Moray Firth Offshore","24/05/2014","13:26",58.51467,-2.43717,"24/05/2014","",58.7,-2.53567,0.0253,0,0,0,0.0152,0.0101,0,0
"95",2018,"Fladen and Moray Firth Offshore","07/01/2018","03:08",58.6275,0.22883,"07/01/2018","04:12",58.63317,0.06317,0.0198,0,0,0,0.0149,0,0.005,0
"96",2019,"Fladen and Moray Firth Offshore","19/01/2019","13:47",57.96633,-2.565,"19/01/2019","14:48",57.95633,-2.41383,0.0244,0.0195,0,0,0,0.0049,0,0
"97",2014,"Forth and Tay","06/01/2014","16:23",56.09267,-2.735,"06/01/2014","17:05",56.08633,-2.83967,0.0991,0,0.018,0.009,0.063,0,0.009,0
"98",2014,"Forth and Tay","06/01/2014","17:24",56.105,-2.82933,"06/01/2014","18:25",56.136,-2.69017,0.164,0.0205,0.0103,0.0308,0.0308,0.0103,0.0103,0.0513
"99",2014,"Forth and Tay","30/11/2014","13:11",56.41483,-2.7015,"30/11/2014","15:05",56.52233,-2.555,0.0582,0,0.0083,0,0.0374,0.0083,0.0042,0
"100",2014,"Forth and Tay","30/11/2014","15:15",56.52617,-2.555,"30/11/2014","17:05",56.43717,-2.46983,0.0224,0,0,0,0.0128,0.0096,0,0
"101",2014,"Forth and Tay","30/11/2014","17:09",56.43417,-2.47683,"30/11/2014","18:34",56.378,-2.62717,0.0984,0,0.0043,0,0.0899,0,0.0043,0
"102",2014,"Forth and Tay","01/12/2014","07:55",56.26883,-2.5045,"01/12/2014","08:56",56.207,-2.42883,0.1414,0,0,0,0.1414,0,0,0
"103",2014,"Forth and Tay","01/12/2014","09:18",56.1915,-2.40883,"01/12/2014","10:17",56.1245,-2.39067,0.0468,0,0,0,0.0401,0,0.0067,0
"104",2014,"Forth and Tay","02/12/2014","07:20",56.177,-2.89983,"02/12/2014","08:31",56.13633,-3.02467,0.01,0,0,0,0.01,0,0,0
"105",2014,"Forth and Tay","02/12/2014","08:34",56.13433,-3.02767,"02/12/2014","09:53",56.06233,-3.13983,0.0394,0,0.0044,0,0.0351,0,0,0
"106",2014,"Forth and Tay","02/12/2014","11:22",56.00867,-3.37317,"02/12/2014","12:25",56.033,-3.23983,0.0232,0.0046,0,0,0.0185,0,0,0
"107",2014,"Forth and Tay","02/12/2014","12:29",56.0305,-3.2335,"02/12/2014","12:51",56.01067,-3.20017,0.1453,0,0,0,0.0969,0,0.0484,0
"108",2014,"Forth and Tay","02/12/2014","13:04",56.005,-3.22967,"02/12/2014","14:12",56.00933,-3.08967,0.0366,0,0,0.0183,0.0122,0,0.0061,0
"109",2014,"Forth and Tay","02/12/2014","14:14",56.00933,-3.08483,"02/12/2014","15:10",56.00417,-2.9825,0.2207,0,0,0,0.0934,0,0.1273,0
"110",2014,"Forth and Tay","02/12/2014","15:13",56.00533,-2.97733,"02/12/2014","16:14",56.05767,-2.89217,0.1056,0,0.0151,0,0.0905,0,0,0
"111",2014,"Forth and Tay","02/12/2014","16:18",56.0605,-2.89033,"02/12/2014","17:11",56.07717,-2.99633,0.0986,0,0,0,0.0723,0,0.0263,0
"112",2014,"Forth and Tay","02/12/2014","17:16",56.079,-3.0065,"02/12/2014","18:06",56.09783,-3.1085,0.1004,0,0.0063,0,0.0879,0.0063,0,0
"113",2015,"Forth and Tay","26/11/2015","13:20",56.0135,-3.1305,"26/11/2015","14:25",55.98567,-2.98567,0.0048,0,0.0048,0,0,0,0,0
"114",2015,"Forth and Tay","26/11/2015","13:26",55.98567,-2.98567,"26/11/2015","15:34",56.046,-2.88033,0.0117,0,0.0117,0,0,0,0,0
"115",2015,"Forth and Tay","26/11/2015","15:34",56.046,-2.88033,"26/11/2015","16:31",56.08017,-2.76833,0.0074,0,0.0074,0,0,0,0,0
"116",2018,"Forth and Tay","04/01/2018","13:15",56.08083,-2.982,"04/01/2018","14:06",56.11217,-2.88167,0.3998,0,0.0231,0.0077,0.2076,0.0308,0.1307,0
"117",2018,"Forth and Tay","04/01/2018","19:30",56.03733,-2.51733,"04/01/2018","20:30",55.99183,-2.39733,0.0272,0,0.0109,0,0.0163,0,0,0
"118",2018,"Forth and Tay","04/01/2018","20:45",55.98383,-2.37667,"04/01/2018","21:39",55.95317,-2.27733,0.0557,0,0,0.007,0.0488,0,0,0
"119",2018,"Forth and Tay","05/01/2018","13:11",56.32567,-2.38317,"05/01/2018","14:13",56.30383,-2.5265,0.1104,0,0,0,0.1104,0,0,0
"120",2017,"Forth and Tay","01/12/2017","08:55",56.02433,-3.54117,"01/12/2017","09:28",56.011,-3.4765,0.0325,0,0.0108,0,0.0217,0,0,0
"121",2017,"Forth and Tay","02/12/2017","10:13",56.4325,-2.666,"02/12/2017","11:16",56.371,-2.752,0.0083,0,0,0,0.0083,0,0,0
"122",2017,"Forth and Tay","02/12/2017","15:55",56.0025,-2.25833,"02/12/2017","17:06",56.04017,-2.404,0.0054,0,0,0,0.0054,0,0,0
"123",2017,"Forth and Tay","03/12/2017","12:10",56.01267,-3.09733,"03/12/2017","12:56",56.0065,-3.2035,0.0101,0.0101,0,0,0,0,0,0
"124",2019,"Forth and Tay","06/01/2019","13:40",56.09417,-2.78,"06/01/2019","14:11",56.09217,-2.70783,0.0845,0,0.0338,0,0.0169,0.0338,0,0
"125",2019,"Forth and Tay","07/01/2019","02:22",56.634,-2.172,"07/01/2019","03:30",56.6035,-2.03633,0.0102,0,0,0,0.0102,0,0,0
"126",2018,"Forth and Tay","02/12/2018","08:10",55.99617,-2.33383,"02/12/2018","08:46",56.0245,-2.39533,0.1048,0,0,0,0.1048,0,0,0
"127",2018,"Forth and Tay","02/12/2018","09:41",56.09233,-2.542,"02/12/2018","10:18",56.11867,-2.60983,0.0111,0,0,0,0.0111,0,0,0
"128",2018,"Forth and Tay","02/12/2018","10:48",56.11617,-2.70217,"02/12/2018","11:21",56.11483,-2.776,0.0369,0.0123,0,0.0123,0.0123,0,0,0
"129",2018,"Forth and Tay","02/12/2018","14:25",56.01633,-3.34767,"02/12/2018","14:55",56.02683,-3.282,0.034,0,0.017,0,0.017,0,0,0
"130",2020,"Forth and Tay","17/01/2020","09:13",56.09383,-2.33367,"17/01/2020","09:48",56.06867,-2.29933,0.0369,0,0,0,0,0,0,0.0369
"131",2020,"Forth and Tay","18/01/2020","01:33",55.93033,-2.10533,"18/01/2020","02:07",55.9465,-2.1475,0.0493,0,0,0,0,0,0,0.0493
"132",2020,"Forth and Tay","18/01/2020","02:46",55.97117,-2.23983,"18/01/2020","03:22",55.98683,-2.29017,0.0423,0,0,0,0,0,0,0.0423
"133",2020,"Forth and Tay","18/01/2020","04:01",56.01533,-2.3895,"18/01/2020","04:35",56.031,-2.43467,0.1358,0,0,0,0,0,0,0.1358
"134",2020,"Forth and Tay","18/01/2020","05:09",56.05233,-2.51733,"18/01/2020","05:46",56.07,-2.56617,0.0117,0,0,0.0117,0,0,0,0
"135",2020,"Forth and Tay","18/01/2020","06:19",56.10533,-2.6105,"18/01/2020","07:00",56.14017,-2.60067,0.0677,0,0,0.0113,0,0.0564,0,0
"136",2020,"Forth and Tay","18/01/2020","07:33",56.18567,-2.59383,"18/01/2020","08:08",56.21533,-2.58667,0.0655,0,0,0,0,0.0524,0,0.0131
"137",2020,"Forth and Tay","18/01/2020","08:54",56.25517,-2.51717,"18/01/2020","09:28",56.28817,-2.50167,0.0408,0,0,0,0,0.0408,0,0
"138",2020,"Forth and Tay","18/01/2020","10:00",56.35133,-2.51983,"18/01/2020","10:33",56.38117,-2.52367,0.0116,0,0,0,0,0,0,0.0116
"139",2020,"Forth and Tay","18/01/2020","11:06",56.45967,-2.524,"18/01/2020","11:39",56.48883,-2.5005,0.0831,0,0,0,0,0.0831,0,0
"140",2020,"Forth and Tay","18/01/2020","12:12",56.5465,-2.463,"18/01/2020","12:45",56.575,-2.44117,0.0156,0,0,0,0,0.0156,0,0
"141",2020,"Forth and Tay","18/01/2020","13:17",56.62417,-2.40833,"18/01/2020","13:49",56.65117,-2.38667,0.0163,0,0,0,0,0.0163,0,0
"142",2019,"Forth and Tay","28/11/2019","14:47",56.02867,-3.55383,"28/11/2019","15:21",56.01567,-3.48867,0.1719,0.0322,0.086,0,0.0107,0.0322,0.0107,0
"143",2019,"Forth and Tay","28/11/2019","15:24",56.01417,-3.4825,"28/11/2019","15:57",56.00133,-3.41317,1.1172,0,0.4819,0.0219,0,0.5695,0.0438,0
"144",2019,"Forth and Tay","28/11/2019","16:08",56.00633,-3.37767,"28/11/2019","16:43",56.02267,-3.3045,0.0987,0,0.0247,0,0.0123,0.0247,0.037,0
"145",2019,"Forth and Tay","29/11/2019","12:14",56.051,-3.03617,"29/11/2019","12:50",56.07233,-2.96983,0.0111,0,0,0,0,0,0.0111,0
"146",2019,"Forth and Tay","29/11/2019","14:39",56.18933,-2.65317,"29/11/2019","15:08",56.21817,-2.59817,0.031,0,0.0103,0.0103,0,0.0103,0,0
"147",2019,"Forth and Tay","30/11/2019","12:37",56.372,-2.7225,"30/11/2019","13:09",56.369,-2.65233,0.0064,0,0.0064,0,0,0,0,0
"148",2019,"Forth and Tay","01/12/2019","07:20",56.02733,-3.09117,"01/12/2019","07:55",56.00967,-3.15717,0.0117,0,0,0,0,0.0117,0,0
"149",2014,"Hebrides Shelf","17/01/2014","12:05",58.51367,-6.99,"17/01/2014","13:50",58.60783,-6.7675,0.0355,0,0,0,0.0355,0,0,0
"150",2015,"Long Forties","07/01/2015","06:27",56.80267,1.5015,"07/01/2015","07:32",56.79917,1.65017,0.0114,0,0,0,0.0057,0,0.0057,0
"151",2018,"Long Forties","05/01/2018","06:16",56.492,-1.4575,"05/01/2018","07:09",56.52,-1.58917,0.0339,0.0085,0,0,0,0.0254,0,0
"152",2019,"Long Forties","07/01/2019","03:43",56.61617,-2.011,"07/01/2019","04:50",56.57617,-1.86733,0.01,0,0,0,0,0,0,0.01
"153",2014,"Moray Firth","08/01/2014","18:50",57.88933,-3.44233,"08/01/2014","19:50",57.9465,-3.28083,0.0177,0,0,0,0.0177,0,0,0
"154",2014,"Moray Firth","26/05/2014","14:25",57.85467,-3.5785,"26/05/2014","",57.70733,-3.754,0.0053,0.0026,0.0026,0,0,0,0,0
"155",2014,"Moray Firth","26/05/2014","16:06",57.70217,-3.76017,"26/05/2014","",57.60883,-3.88033,0.0038,0,0,0,0,0.0038,0,0
"156",2014,"Moray Firth","27/05/2014","06:09",57.616,-3.8595,"27/05/2014","",57.72033,-3.55167,0.0069,0,0,0,0.0069,0,0,0
"157",2014,"Moray Firth","27/05/2014","08:09",57.7215,-3.5415,"27/05/2014","",57.734,-3.15867,0.0021,0.0021,0,0,0,0,0,0
"158",2014,"Moray Firth","27/05/2014","12:42",57.70833,-2.67333,"27/05/2014","",57.69983,-2.40333,0.0064,0,0,0,0.0064,0,0,0
"159",2014,"Moray Firth","27/05/2014","14:26",57.6995,-2.3925,"27/05/2014","",57.71083,-2.09933,0.0655,0,0,0.0069,0.0586,0,0,0
"160",2015,"Moray Firth","19/01/2015","08:48",57.74233,-2.299,"19/01/2015","09:49",57.742,-2.09817,0.0131,0,0,0.0065,0.0065,0,0,0
"161",2015,"Moray Firth","19/01/2015","10:03",57.74067,-2.07033,"19/01/2015","11:06",57.7255,-1.85533,0.0056,0,0,0,0.0056,0,0,0
"162",2014,"Moray Firth","28/11/2014","12:09",57.72517,-2.37483,"28/11/2014","13:41",57.72383,-2.55433,0.0357,0.0143,0.0036,0.0036,0.0036,0.0107,0,0
"163",2018,"Moray Firth","13/01/2018","22:30",57.87967,-3.55633,"13/01/2018","23:28",57.9045,-3.6925,0.007,0,0,0,0.007,0,0,0
"164",2018,"Moray Firth","14/01/2018","08:36",57.73383,-3.52683,"14/01/2018","09:36",57.75817,-3.38483,0.04,0,0,0,0.04,0,0,0
"165",2018,"Moray Firth","14/01/2018","09:41",57.75867,-3.372,"14/01/2018","10:36",57.75617,-3.2305,0.0078,0,0,0,0.0078,0,0,0
"166",2019,"Moray Firth","17/01/2019","15:44",58.63933,-2.99767,"17/01/2019","16:51",58.53717,-3.02433,0.0262,0,0.0052,0,0.0052,0.0052,0,0.0105
"167",2019,"Moray Firth","17/01/2019","23:24",58.2,-3.32683,"17/01/2019","00:37",58.15,-3.4555,0.0043,0.0043,0,0,0,0,0,0
"168",2019,"Moray Firth","18/01/2019","00:42",58.14717,-3.4595,"18/01/2019","01:40",58.09083,-3.54067,0.0055,0,0,0,0,0,0,0.0055
"169",2019,"Moray Firth","18/01/2019","01:45",58.09083,-3.54067,"18/01/2019","02:47",58.03433,-3.62783,0.0052,0,0,0,0,0,0,0.0052
"170",2019,"Moray Firth","18/01/2019","12:26",57.69167,-3.66883,"18/01/2019","13:35",57.73017,-3.52683,0.0267,0,0.0053,0,0.0053,0.016,0,0
"171",2019,"Moray Firth","18/01/2019","13:40",57.73167,-3.52183,"18/01/2019","14:42",57.75867,-3.38533,0.012,0,0.006,0,0,0.006,0,0
"172",2019,"Moray Firth","18/01/2019","16:03",57.77083,-3.18983,"18/01/2019","17:08",57.7625,-3.0245,0.0046,0.0046,0,0,0,0,0,0
"173",2019,"Moray Firth","18/01/2019","17:13",57.76167,-3.0195,"18/01/2019","18:14",57.77783,-2.864,0.0093,0,0,0,0.0046,0.0046,0,0
"174",2019,"Moray Firth","18/01/2019","18:34",57.76333,-2.78867,"18/01/2019","19:41",57.74333,-2.61533,0.0042,0.0042,0,0,0,0,0,0
"175",2019,"Moray Firth","19/01/2019","01:36",57.80833,-2.2505,"19/01/2019","02:38",57.80233,-2.39017,0.0056,0,0,0.0056,0,0,0,0
"176",2019,"Moray Firth","19/01/2019","06:20",57.8655,-2.86733,"19/01/2019","07:23",57.85933,-3.02833,0.0246,0.0049,0,0.0049,0,0.0098,0,0.0049
"177",2014,"North Coast","18/01/2014","03:23",58.626,-4.62667,"18/01/2014","05:53",58.62567,-4.211,0.0043,0,0,0,0.0043,0,0,0
