hour,long_coord,lat_coord,concentration(ppt)
7,-3.195,55.755,0.025503518
7,-3.195,55.805,0.000928339
7,-3.145,55.655,0.005885725
7,-3.145,55.705,0.061052307
7,-3.145,55.755,0.022466076
7,-3.145,55.805,0.00065197
7,-3.095,55.655,0.009191801
7,-3.095,55.705,0.050571786
7,-3.095,55.755,0.029645481
7,-3.095,55.805,0.002862927
7,-3.095,55.855,0.000928997
7,-3.045,55.605,0.00065081
7,-3.045,55.655,0.013324397
7,-3.045,55.705,0.051950803
7,-3.045,55.755,0.041519112
7,-3.045,55.805,0.009495799
7,-3.045,55.905,0.000652598
7,-3.045,55.955,0.000652869
7,-2.995,55.605,0.002852488
7,-2.995,55.655,0.010293826
7,-2.995,55.705,0.045607332
7,-2.995,55.755,0.04510881
7,-2.995,55.805,0.009219429
7,-2.995,55.855,0.002035792
7,-2.945,55.605,0.00092602
7,-2.945,55.655,0.011946866
7,-2.945,55.705,0.038712257
7,-2.945,55.755,0.039586199
7,-2.945,55.805,0.014746821
7,-2.945,55.855,0.003142586
7,-2.895,55.605,0.00092602
7,-2.895,55.655,0.011395852
7,-2.895,55.705,0.035954221
7,-2.895,55.755,0.044832683
7,-2.895,55.805,0.015575933
7,-2.895,55.855,0.005079476
7,-2.895,55.905,0.000929596
7,-2.845,55.605,0.001751649
7,-2.845,55.655,0.011120345
7,-2.845,55.705,0.043400907
7,-2.845,55.755,0.044832683
7,-2.845,55.805,0.020826953
7,-2.845,55.855,0.00424938
7,-2.845,55.905,0.000652598
7,-2.795,55.605,0.002026859
7,-2.795,55.655,0.011395852
7,-2.795,55.705,0.030989765
7,-2.795,55.755,0.032406794
7,-2.795,55.805,0.021379693
7,-2.795,55.855,0.005079476
7,-2.795,55.905,0.001206595
7,-2.745,55.555,0.000650514
7,-2.745,55.605,0.002026859
7,-2.745,55.655,0.014150916
7,-2.745,55.705,0.030713965
7,-2.745,55.755,0.032130662
7,-2.745,55.805,0.016405039
7,-2.745,55.855,0.006739668
7,-2.745,55.905,0.003145582
7,-2.695,55.555,0.000925428
7,-2.695,55.605,0.002302069
7,-2.695,55.655,0.010569333
7,-2.695,55.705,0.026852719
7,-2.695,55.755,0.033787448
7,-2.695,55.805,0.024419761
7,-2.695,55.855,0.008676558
7,-2.695,55.905,0.00508457
7,-2.695,55.955,0.000652869
7,-2.645,55.605,0.00065081
7,-2.645,55.655,0.00781427
7,-2.645,55.705,0.024370489
7,-2.645,55.755,0.029645481
7,-2.645,55.805,0.024143393
7,-2.645,55.855,0.012827037
7,-2.645,55.905,0.004253575
7,-2.595,55.605,0.001751649
7,-2.595,55.655,0.006712244
7,-2.595,55.705,0.021060852
7,-2.595,55.755,0.031578399
7,-2.595,55.805,0.023314284
7,-2.595,55.855,0.015594025
7,-2.595,55.905,0.002037589
7,-2.595,55.955,0.000652869
7,-2.545,55.605,0.001751649
7,-2.545,55.655,0.006712244
7,-2.545,55.705,0.021060852
7,-2.545,55.755,0.03185453
7,-2.545,55.805,0.029947159
7,-2.545,55.855,0.012827037
7,-2.545,55.905,0.003699579
7,-2.545,55.955,0.00231648
7,-2.545,56.005,0.000653169
7,-2.495,55.505,0.000650219
7,-2.495,55.555,0.000925428
7,-2.495,55.605,0.001201229
7,-2.495,55.655,0.009191801
7,-2.495,55.705,0.02078505
7,-2.495,55.755,0.035444235
7,-2.495,55.805,0.027183461
7,-2.495,55.855,0.015870723
7,-2.495,55.905,0.003976577
7,-2.495,55.955,0.002871016
7,-2.495,56.005,0.000930739
7,-2.445,55.605,0.002302069
7,-2.445,55.655,0.00781427
7,-2.445,55.705,0.022715673
7,-2.445,55.755,0.032406794
7,-2.445,55.805,0.02939442
7,-2.445,55.855,0.019191107
7,-2.445,55.905,0.00508457
7,-2.445,55.955,0.001207406
7,-2.445,56.005,0.000930739
7,-2.395,55.555,0.001200342
7,-2.395,55.605,0.002302069
7,-2.395,55.655,0.00781427
7,-2.395,55.705,0.018027016
7,-2.395,55.755,0.027160303
7,-2.395,55.805,0.032434488
7,-2.395,55.855,0.014763928
7,-2.395,55.905,0.008962545
7,-2.395,55.955,0.001484674
7,-2.345,55.555,0.000925428
7,-2.345,55.605,0.002302069
7,-2.345,55.655,0.00781427
7,-2.345,55.705,0.017199606
7,-2.345,55.755,0.034339711
7,-2.345,55.805,0.032158113
7,-2.345,55.855,0.017254215
7,-2.345,55.905,0.006192563
7,-2.345,55.955,0.000652869
7,-2.295,55.455,0.000649924
7,-2.295,55.555,0.000925428
7,-2.295,55.605,0.002302069
7,-2.295,55.655,0.003130663
7,-2.295,55.705,0.016096393
7,-2.295,55.755,0.032959057
7,-2.295,55.805,0.028565309
7,-2.295,55.855,0.015040627
7,-2.295,55.905,0.003976577
7,-2.295,55.955,0.000652869
7,-2.295,56.005,0.000653169
7,-2.245,55.605,0.002026859
7,-2.245,55.655,0.004508194
7,-2.245,55.705,0.018027016
7,-2.245,55.755,0.02633191
7,-2.245,55.805,0.023590652
7,-2.245,55.855,0.013933831
7,-2.245,55.905,0.004530574
7,-2.245,56.005,0.001208308
7,-2.195,55.555,0.000925428
7,-2.195,55.605,0.00092602
7,-2.195,55.655,0.005334713
7,-2.195,55.705,0.014441572
7,-2.195,55.755,0.023294469
7,-2.195,55.805,0.026907091
7,-2.195,55.855,0.012550338
7,-2.195,55.905,0.005361568
7,-2.195,55.955,0.002593748
7,-2.195,56.005,0.001208308
7,-2.145,55.605,0.002026859
7,-2.145,55.655,0.006161231
7,-2.145,55.705,0.010304522
7,-2.145,55.755,0.021361549
7,-2.145,55.805,0.023314282
7,-2.145,55.855,0.016424121
7,-2.145,55.905,0.006192563
7,-2.145,55.955,0.002039211
7,-2.095,55.455,0.000924248
7,-2.095,55.555,0.000650514
7,-2.095,55.605,0.002852488
7,-2.095,55.655,0.009191801
7,-2.095,55.705,0.013889966
7,-2.095,55.755,0.019152501
7,-2.095,55.805,0.019721475
7,-2.095,55.855,0.01033675
7,-2.095,55.905,0.004253575
7,-2.095,55.955,0.000930137
7,-2.095,56.005,0.000653169
7,-2.045,55.455,0.000924248
7,-2.045,55.605,0.002302069
7,-2.045,55.655,0.00781427
7,-2.045,55.705,0.012786752
7,-2.045,55.755,0.020257027
7,-2.045,55.805,0.020826953
7,-2.045,55.855,0.011166846
7,-2.045,55.905,0.003976577
7,-2.045,55.955,0.000930137
7,-1.995,55.555,0.000925428
7,-1.995,55.605,0.002852488
7,-1.995,55.655,0.00698775
7,-1.995,55.705,0.013062555
7,-1.995,55.755,0.022466071
7,-1.995,55.805,0.019168736
7,-1.995,55.855,0.008676558
7,-1.995,55.905,0.003422581
7,-1.995,55.955,0.00231648
7,-1.945,55.505,0.000650219
7,-1.945,55.555,0.001200342
7,-1.945,55.605,0.003678118
7,-1.945,55.655,0.0047837
7,-1.945,55.705,0.01499318
7,-1.945,55.755,0.019428632
7,-1.945,55.805,0.019997846
7,-1.945,55.855,0.009229955
7,-1.945,55.905,0.003145582
7,-1.945,55.955,0.001484674
7,-1.945,56.005,0.000653169
7,-1.895,55.505,0.000650219
7,-1.895,55.555,0.001475256
7,-1.895,55.605,0.003127698
7,-1.895,55.655,0.006161232
7,-1.895,55.705,0.012235146
7,-1.895,55.755,0.018324111
7,-1.895,55.805,0.01668141
7,-1.895,55.855,0.007016367
7,-1.895,55.905,0.005361568
7,-1.895,55.955,0.001207406
7,-1.845,55.555,0.000650514
7,-1.845,55.605,0.002302069
7,-1.845,55.655,0.0047837
7,-1.845,55.705,0.012235145
7,-1.845,55.755,0.014734408
7,-1.845,55.805,0.011706756
7,-1.845,55.855,0.005909572
7,-1.845,55.905,0.004253575
7,-1.845,55.955,0.000930137
7,-1.795,55.555,0.002299998
7,-1.795,55.605,0.003953328
7,-1.795,55.655,0.011120345
7,-1.795,55.705,0.009201309
7,-1.795,55.755,0.0155628
7,-1.795,55.805,0.013088603
7,-1.795,55.855,0.005909572
7,-1.795,55.905,0.003699579
7,-1.795,55.955,0.001207406
7,-1.745,55.505,0.000924838
7,-1.745,55.555,0.000650514
7,-1.745,55.605,0.002302069
7,-1.745,55.655,0.00698775
7,-1.745,55.705,0.006994881
7,-1.745,55.755,0.016667324
7,-1.745,55.805,0.00866669
7,-1.745,55.855,0.004526079
7,-1.745,55.905,0.002868584
7,-1.745,55.955,0.001484674
7,-1.695,55.555,0.001475256
7,-1.695,55.605,0.003127698
7,-1.695,55.655,0.006161232
7,-1.695,55.705,0.009477112
7,-1.695,55.755,0.013906014
7,-1.695,55.805,0.008943059
7,-1.695,55.855,0.006462969
7,-1.695,55.905,0.000929596
7,-1.695,55.955,0.000652869
7,-1.645,55.505,0.000650219
7,-1.645,55.605,0.002026859
7,-1.645,55.655,0.005059207
7,-1.645,55.705,0.009752916
7,-1.645,55.755,0.012249231
7,-1.645,55.805,0.007284841
7,-1.645,55.855,0.003419284
7,-1.645,55.905,0.000929596
7,-1.595,55.505,0.000924838
7,-1.595,55.555,0.001200342
7,-1.595,55.605,0.003127698
7,-1.595,55.655,0.007814269
7,-1.595,55.705,0.006994881
7,-1.595,55.755,0.007002743
7,-1.595,55.805,0.005626623
7,-1.595,55.855,0.000652299
7,-1.595,55.905,0.001483593
7,-1.545,55.455,0.000649924
7,-1.545,55.505,0.000650219
7,-1.545,55.555,0.002574912
7,-1.545,55.605,0.004228537
7,-1.545,55.655,0.0047837
7,-1.545,55.705,0.007270685
7,-1.545,55.755,0.004793695
7,-1.545,55.805,0.002862927
7,-1.545,55.855,0.001482394
7,-1.545,55.905,0.000652598
7,-1.495,55.405,0.00064966
7,-1.495,55.455,0.000649924
7,-1.495,55.505,0.000924838
7,-1.495,55.555,0.002849826
7,-1.495,55.605,0.003678118
7,-1.495,55.655,0.005610219
7,-1.495,55.705,0.007822292
7,-1.495,55.755,0.00341304
7,-1.495,55.805,0.002586557
7,-1.495,55.855,0.000652299
7,-1.445,55.455,0.000649924
7,-1.445,55.505,0.000650219
7,-1.445,55.555,0.002299998
7,-1.445,55.605,0.003402908
7,-1.445,55.655,0.003130663
7,-1.445,55.705,0.004512651
7,-1.445,55.755,0.005622088
7,-1.445,55.805,0.002033818
7,-1.445,55.855,0.000652299
7,-1.395,55.455,0.000649924
7,-1.395,55.505,0.000924838
7,-1.395,55.555,0.00312474
7,-1.395,55.605,0.002302069
7,-1.395,55.655,0.005334713
7,-1.395,55.705,0.005891668
7,-1.395,55.755,0.004241433
7,-1.395,55.805,0.002033818
7,-1.395,55.855,0.001205696
7,-1.345,55.455,0.001198573
7,-1.345,55.505,0.001199456
7,-1.345,55.555,0.001475256
7,-1.345,55.605,0.004778957
7,-1.345,55.655,0.00257965
7,-1.345,55.705,0.002582027
7,-1.345,55.755,0.003689171
7,-1.345,55.805,0.001757448
7,-1.345,55.855,0.000928997
7,-1.295,55.405,0.00064966
7,-1.295,55.455,0.000649924
7,-1.295,55.505,0.000924838
7,-1.295,55.555,0.003949482
7,-1.295,55.605,0.003402908
7,-1.295,55.655,0.002855157
7,-1.295,55.705,0.003133634
7,-1.295,55.755,0.002860779
7,-1.295,55.805,0.001757448
7,-1.245,55.455,0.000649924
7,-1.245,55.505,0.001748694
7,-1.245,55.555,0.001200342
7,-1.245,55.605,0.001751649
7,-1.245,55.655,0.002304144
7,-1.245,55.705,0.00203042
7,-1.245,55.755,0.001203993
7,-1.245,55.805,0.001481079
7,-1.245,55.855,0.000652299
7,-1.195,55.505,0.001748694
7,-1.195,55.555,0.001200342
7,-1.195,55.605,0.001476439
7,-1.195,55.655,0.002304144
7,-1.195,55.705,0.001754617
7,-1.195,55.755,0.000927862
7,-1.195,55.805,0.00065197
7,-1.145,55.505,0.001199456
7,-1.145,55.555,0.002025084
7,-1.145,55.605,0.001751649
7,-1.145,55.655,0.001477625
7,-1.145,55.705,0.001478814
7,-1.145,55.805,0.000928339
7,-1.095,55.355,0.000923133
7,-1.095,55.505,0.001474075
7,-1.095,55.555,0.001475256
7,-1.095,55.605,0.001201229
7,-1.095,55.655,0.000926613
7,-1.095,55.705,0.00120301
7,-1.045,55.355,0.000923133
7,-1.045,55.405,0.00064966
7,-1.045,55.455,0.000924248
7,-1.045,55.505,0.000650219
7,-1.045,55.555,0.000925428
7,-1.045,55.605,0.00065081
7,-1.045,55.705,0.00120301
7,-0.9949999,55.455,0.000924248
7,-0.9949999,55.505,0.000650219
7,-0.9949999,55.555,0.000650514
7,-0.9949999,55.605,0.001201229
7,-0.9450002,55.305,0.000649074
7,-0.9450002,55.405,0.00064966
7,-0.9450002,55.455,0.000649924
7,-0.9450002,55.555,0.000650514
7,-0.9450002,55.605,0.00065081
7,-0.9450002,55.655,0.000651106
7,-0.895,55.505,0.000650219
7,-0.895,55.555,0.000650514
7,-0.895,55.605,0.00065081
7,-0.895,55.655,0.000651106
7,-0.8450003,55.555,0.000925428
7,-0.8450003,55.655,0.000926613
7,-0.7950001,55.405,0.00064966
7,-0.7950001,55.505,0.000924838
7,-0.7950001,55.555,0.000650514
7,-0.7449999,55.405,0.00064966
8,-3.295,55.705,0.00120301
8,-3.295,55.755,0.001480124
8,-3.245,55.655,0.001753131
8,-3.245,55.705,0.012235145
8,-3.245,55.755,0.005898219
8,-3.245,55.805,0.00065197
8,-3.195,55.605,0.00065081
8,-3.195,55.655,0.006712244
8,-3.195,55.705,0.044228315
8,-3.195,55.755,0.021361549
8,-3.195,55.805,0.00065197
8,-3.145,55.605,0.00092602
8,-3.145,55.655,0.017181486
8,-3.145,55.705,0.062707133
8,-3.145,55.755,0.027712566
8,-3.145,55.805,0.001757448
8,-3.095,55.605,0.002577279
8,-3.095,55.655,0.022416108
8,-3.095,55.705,0.067395783
8,-3.095,55.755,0.035996497
8,-3.095,55.805,0.002033818
8,-3.045,55.605,0.002026859
8,-3.045,55.655,0.019110031
8,-3.045,55.705,0.055812049
8,-3.045,55.755,0.028817089
8,-3.045,55.805,0.004244775
8,-2.995,55.605,0.004778957
8,-2.995,55.655,0.029303766
8,-2.995,55.705,0.052502407
8,-2.995,55.755,0.031578401
8,-2.995,55.805,0.008943059
8,-2.995,55.855,0.001205696
8,-2.995,55.905,0.001206595
8,-2.945,55.555,0.000650514
8,-2.945,55.605,0.008081475
8,-2.945,55.655,0.032885352
8,-2.945,55.705,0.042849303
8,-2.945,55.755,0.033235187
8,-2.945,55.805,0.007837582
8,-2.945,55.855,0.002035792
8,-2.945,55.905,0.000652598
8,-2.895,55.555,0.000650514
8,-2.895,55.605,0.007531055
8,-2.895,55.655,0.028201743
8,-2.895,55.705,0.042849303
8,-2.895,55.755,0.028264828
8,-2.895,55.805,0.00866669
8,-2.895,55.855,0.001482394
8,-2.895,55.905,0.000652598
8,-2.845,55.555,0.001475256
8,-2.845,55.605,0.004778957
8,-2.845,55.655,0.029028262
8,-2.845,55.705,0.041470286
8,-2.845,55.755,0.032959057
8,-2.845,55.805,0.010324908
8,-2.845,55.855,0.005079476
8,-2.795,55.555,0.00175017
8,-2.795,55.605,0.007806265
8,-2.795,55.655,0.025997691
8,-2.795,55.705,0.036505827
8,-2.795,55.755,0.03378745
8,-2.795,55.805,0.01612867
8,-2.795,55.855,0.004802777
8,-2.745,55.555,0.001475256
8,-2.745,55.605,0.010007942
8,-2.745,55.655,0.024344653
8,-2.745,55.705,0.035402615
8,-2.745,55.755,0.03102614
8,-2.745,55.805,0.016128669
8,-2.745,55.855,0.003972681
8,-2.745,55.905,0.002037589
8,-2.695,55.505,0.000650219
8,-2.695,55.555,0.00312474
8,-2.695,55.605,0.010558362
8,-2.695,55.655,0.020487563
8,-2.695,55.705,0.032644586
8,-2.695,55.755,0.02633191
8,-2.695,55.805,0.0158523
8,-2.695,55.855,0.006739667
8,-2.695,55.905,0.001483593
8,-2.645,55.455,0.001198573
8,-2.645,55.505,0.000650219
8,-2.645,55.555,0.002574912
8,-2.645,55.605,0.008631894
8,-2.645,55.655,0.022416108
8,-2.645,55.705,0.02161246
8,-2.645,55.755,0.03378745
8,-2.645,55.805,0.016405039
8,-2.645,55.855,0.008399859
8,-2.645,55.905,0.003145582
8,-2.595,55.455,0.000649924
8,-2.595,55.555,0.003399654
8,-2.595,55.605,0.006705426
8,-2.595,55.655,0.012773384
8,-2.595,55.705,0.027680127
8,-2.595,55.755,0.025227384
8,-2.595,55.805,0.016957778
8,-2.595,55.855,0.01199694
8,-2.595,55.905,0.002591586
8,-2.595,55.955,0.000930137
8,-2.545,55.505,0.000650219
8,-2.545,55.555,0.004774224
8,-2.545,55.605,0.004778957
8,-2.545,55.655,0.016354967
8,-2.545,55.705,0.020509246
8,-2.545,55.755,0.018876373
8,-2.545,55.805,0.014746821
8,-2.545,55.855,0.007569763
8,-2.545,55.905,0.00508457
8,-2.545,55.955,0.001207406
8,-2.495,55.455,0.000649924
8,-2.495,55.555,0.003949482
8,-2.495,55.605,0.005604586
8,-2.495,55.655,0.014150916
8,-2.495,55.705,0.021612458
8,-2.495,55.755,0.01528667
8,-2.495,55.805,0.019168738
8,-2.495,55.855,0.005909572
8,-2.495,55.905,0.001483593
8,-2.495,55.955,0.002039211
8,-2.495,56.005,0.001485878
8,-2.445,55.405,0.00064966
8,-2.445,55.455,0.001198573
8,-2.445,55.555,0.004774224
8,-2.445,55.605,0.004228537
8,-2.445,55.655,0.015252942
8,-2.445,55.705,0.02161246
8,-2.445,55.755,0.028817091
8,-2.445,55.805,0.019721475
8,-2.445,55.855,0.007846461
8,-2.445,55.905,0.003145582
8,-2.445,55.955,0.002593748
8,-2.445,56.005,0.001208308
8,-2.445,56.055,0.000653501
8,-2.395,55.405,0.00064966
8,-2.395,55.505,0.001474075
8,-2.395,55.555,0.00175017
8,-2.395,55.605,0.007531055
8,-2.395,55.655,0.012773384
8,-2.395,55.705,0.020785048
8,-2.395,55.755,0.022742205
8,-2.395,55.805,0.019445107
8,-2.395,55.855,0.011720244
8,-2.395,55.905,0.004530574
8,-2.395,55.955,0.001484674
8,-2.395,56.005,0.000653169
8,-2.345,55.505,0.001199456
8,-2.345,55.555,0.003949482
8,-2.345,55.605,0.007255845
8,-2.345,55.655,0.014426422
8,-2.345,55.705,0.019130229
8,-2.345,55.755,0.020809288
8,-2.345,55.805,0.018615996
8,-2.345,55.855,0.013933831
8,-2.345,55.905,0.005638566
8,-2.345,55.955,0.001207406
8,-2.295,55.455,0.000924248
8,-2.295,55.505,0.000650219
8,-2.295,55.555,0.00312474
8,-2.295,55.605,0.006430215
8,-2.295,55.655,0.015252942
8,-2.295,55.705,0.016372198
8,-2.295,55.755,0.022189944
8,-2.295,55.805,0.021932434
8,-2.295,55.855,0.017254216
8,-2.295,55.905,0.007577554
8,-2.295,55.955,0.001484674
8,-2.245,55.455,0.000924248
8,-2.245,55.505,0.001199456
8,-2.245,55.555,0.00312474
8,-2.245,55.605,0.005329377
8,-2.245,55.655,0.013599903
8,-2.245,55.705,0.01747541
8,-2.245,55.755,0.02080929
8,-2.245,55.805,0.021932432
8,-2.245,55.855,0.011720242
8,-2.245,55.905,0.003976577
8,-2.245,55.955,0.000652869
8,-2.245,56.005,0.000653169
8,-2.195,55.455,0.000924248
8,-2.195,55.505,0.001199456
8,-2.195,55.555,0.005324052
8,-2.195,55.605,0.006155006
8,-2.195,55.655,0.009742813
8,-2.195,55.705,0.018027016
8,-2.195,55.755,0.019428634
8,-2.195,55.805,0.024972502
8,-2.195,55.855,0.009783352
8,-2.195,55.905,0.004530574
8,-2.195,55.955,0.000930137
8,-2.145,55.405,0.00064966
8,-2.145,55.455,0.000924248
8,-2.145,55.505,0.001474075
8,-2.145,55.555,0.002025084
8,-2.145,55.605,0.003402908
8,-2.145,55.655,0.010569333
8,-2.145,55.705,0.012510949
8,-2.145,55.755,0.022189944
8,-2.145,55.805,0.020274214
8,-2.145,55.855,0.010336749
8,-2.145,55.905,0.003699579
8,-2.145,55.955,0.003980091
8,-2.095,55.455,0.000924248
8,-2.095,55.505,0.002023313
8,-2.095,55.555,0.001200342
8,-2.095,55.605,0.006705426
8,-2.095,55.655,0.010293826
8,-2.095,55.705,0.011407735
8,-2.095,55.755,0.019980895
8,-2.095,55.805,0.014194083
8,-2.095,55.855,0.012273639
8,-2.095,55.905,0.002591586
8,-2.095,55.955,0.002871016
8,-2.045,55.455,0.000649924
8,-2.045,55.505,0.002023313
8,-2.045,55.555,0.002849826
8,-2.045,55.605,0.005329377
8,-2.045,55.655,0.009467308
8,-2.045,55.705,0.018302821
8,-2.045,55.755,0.019980895
8,-2.045,55.805,0.017786887
8,-2.045,55.855,0.012273639
8,-2.045,55.905,0.003976577
8,-2.045,55.955,0.001761943
8,-2.045,56.005,0.000653169
8,-1.995,55.455,0.000924248
8,-1.995,55.505,0.001474075
8,-1.995,55.555,0.002849826
8,-1.995,55.605,0.005879796
8,-1.995,55.655,0.009742813
8,-1.995,55.705,0.01333836
8,-1.995,55.755,0.020809288
8,-1.995,55.805,0.015575929
8,-1.995,55.855,0.01033675
8,-1.995,55.905,0.001760591
8,-1.995,55.955,0.00231648
8,-1.995,56.005,0.000653169
8,-1.945,55.505,0.000924838
8,-1.945,55.555,0.00175017
8,-1.945,55.605,0.005879796
8,-1.945,55.655,0.009467308
8,-1.945,55.705,0.01333836
8,-1.945,55.755,0.017771848
8,-1.945,55.805,0.013641343
8,-1.945,55.855,0.01006005
8,-1.945,55.905,0.003422581
8,-1.945,55.955,0.001761943
8,-1.895,55.455,0.000924248
8,-1.895,55.505,0.001199456
8,-1.895,55.555,0.003399654
8,-1.895,55.605,0.003953327
8,-1.895,55.655,0.009742814
8,-1.895,55.705,0.012786753
8,-1.895,55.755,0.019428634
8,-1.895,55.805,0.015023191
8,-1.895,55.855,0.012550339
8,-1.895,55.905,0.003976577
8,-1.895,55.955,0.001761943
8,-1.895,56.005,0.000653169
8,-1.845,55.355,0.000649366
8,-1.845,55.405,0.001471839
8,-1.845,55.555,0.002299998
8,-1.845,55.605,0.003402908
8,-1.845,55.655,0.008640788
8,-1.845,55.705,0.014441573
8,-1.845,55.755,0.01528667
8,-1.845,55.805,0.013917712
8,-1.845,55.855,0.007569763
8,-1.845,55.905,0.00508457
8,-1.845,55.955,0.000930137
8,-1.795,55.455,0.000924248
8,-1.795,55.505,0.001199456
8,-1.795,55.555,0.002299998
8,-1.795,55.605,0.004778957
8,-1.795,55.655,0.010569333
8,-1.795,55.705,0.014717376
8,-1.795,55.755,0.014458277
8,-1.795,55.805,0.013917712
8,-1.795,55.855,0.005632873
8,-1.795,55.905,0.003145582
8,-1.795,55.955,0.000930137
8,-1.745,55.405,0.001197779
8,-1.745,55.455,0.001198573
8,-1.745,55.505,0.001474075
8,-1.745,55.555,0.002574912
8,-1.745,55.605,0.007255845
8,-1.745,55.655,0.012773384
8,-1.745,55.705,0.015544787
8,-1.745,55.755,0.011144706
8,-1.745,55.805,0.010048539
8,-1.745,55.855,0.007016366
8,-1.745,55.905,0.003976577
8,-1.745,55.955,0.001207406
8,-1.745,56.005,0.000653169
8,-1.695,55.405,0.00064966
8,-1.695,55.455,0.002021545
8,-1.695,55.505,0.002297931
8,-1.695,55.555,0.003399654
8,-1.695,55.605,0.004778957
8,-1.695,55.655,0.008640788
8,-1.695,55.705,0.011131932
8,-1.695,55.755,0.007555005
8,-1.695,55.805,0.009772168
8,-1.695,55.855,0.00424938
8,-1.695,55.905,0.001760591
8,-1.695,55.955,0.001207406
8,-1.645,55.405,0.001197779
8,-1.645,55.505,0.00257255
8,-1.645,55.555,0.002849826
8,-1.645,55.605,0.005329377
8,-1.645,55.655,0.008089776
8,-1.645,55.705,0.012510949
8,-1.645,55.755,0.012249231
8,-1.645,55.805,0.008390321
8,-1.645,55.855,0.00618627
8,-1.645,55.905,0.002037589
8,-1.645,55.955,0.000930137
8,-1.595,55.305,0.000649074
8,-1.595,55.355,0.000649366
8,-1.595,55.405,0.001197779
8,-1.595,55.455,0.000924248
8,-1.595,55.505,0.001199456
8,-1.595,55.555,0.00312474
8,-1.595,55.605,0.004778957
8,-1.595,55.655,0.0047837
8,-1.595,55.705,0.010304522
8,-1.595,55.755,0.010316313
8,-1.595,55.805,0.006179363
8,-1.595,55.855,0.00231249
8,-1.595,55.905,0.002868584
8,-1.595,55.955,0.001207406
8,-1.545,55.355,0.000923133
8,-1.545,55.405,0.00064966
8,-1.545,55.455,0.000649924
8,-1.545,55.505,0.002023313
8,-1.545,55.555,0.002574912
8,-1.545,55.605,0.005604586
8,-1.545,55.655,0.006436738
8,-1.545,55.705,0.007822292
8,-1.545,55.755,0.007002742
8,-1.545,55.805,0.007561212
8,-1.545,55.855,0.003695983
8,-1.545,55.905,0.000652598
8,-1.545,55.955,0.000652869
8,-1.495,55.255,0.000921963
8,-1.495,55.405,0.000923719
8,-1.495,55.455,0.001747221
8,-1.495,55.505,0.002847169
8,-1.495,55.555,0.002299998
8,-1.495,55.605,0.005879796
8,-1.495,55.655,0.00698775
8,-1.495,55.705,0.008373898
8,-1.495,55.755,0.011144707
8,-1.495,55.805,0.007837581
8,-1.495,55.855,0.000928997
8,-1.495,55.905,0.001206595
8,-1.495,55.955,0.000652869
8,-1.445,55.405,0.00064966
8,-1.445,55.455,0.001472897
8,-1.445,55.505,0.00257255
8,-1.445,55.555,0.003399654
8,-1.445,55.605,0.003127698
8,-1.445,55.655,0.009191801
8,-1.445,55.705,0.008373898
8,-1.445,55.755,0.009211791
8,-1.445,55.805,0.004521145
8,-1.445,55.855,0.002589189
8,-1.395,55.355,0.000649366
8,-1.395,55.405,0.000923719
8,-1.395,55.455,0.001747221
8,-1.395,55.505,0.00257255
8,-1.395,55.555,0.004774224
8,-1.395,55.605,0.004503747
8,-1.395,55.655,0.00561022
8,-1.395,55.705,0.005340061
8,-1.395,55.755,0.00617435
8,-1.395,55.805,0.002310188
8,-1.395,55.855,0.000928997
8,-1.345,55.355,0.000923133
8,-1.345,55.405,0.001197779
8,-1.345,55.455,0.000924248
8,-1.345,55.505,0.002297931
8,-1.345,55.555,0.004774224
8,-1.345,55.605,0.003402908
8,-1.345,55.655,0.003406169
8,-1.345,55.705,0.003961044
8,-1.345,55.755,0.004517564
8,-1.345,55.805,0.001481079
8,-1.345,55.855,0.000928997
8,-1.295,55.355,0.000923133
8,-1.295,55.405,0.000923719
8,-1.295,55.455,0.001472897
8,-1.295,55.505,0.002023313
8,-1.295,55.555,0.003949482
8,-1.295,55.605,0.008631894
8,-1.295,55.655,0.003681675
8,-1.295,55.705,0.00368524
8,-1.295,55.755,0.003965302
8,-1.295,55.805,0.001757448
8,-1.295,55.855,0.001482394
8,-1.245,55.155,0.000648199
8,-1.245,55.305,0.000922547
8,-1.245,55.355,0.000649366
8,-1.245,55.405,0.000923719
8,-1.245,55.455,0.001472897
8,-1.245,55.505,0.001199456
8,-1.245,55.555,0.002299998
8,-1.245,55.605,0.006155006
8,-1.245,55.655,0.004232688
8,-1.245,55.705,0.003409437
8,-1.245,55.755,0.003689171
8,-1.245,55.805,0.002033818
8,-1.195,55.355,0.000649366
8,-1.195,55.405,0.002019958
8,-1.195,55.455,0.001198573
8,-1.195,55.505,0.002023313
8,-1.195,55.555,0.003674568
8,-1.195,55.605,0.003678118
8,-1.195,55.655,0.002028638
8,-1.195,55.705,0.001754617
8,-1.195,55.755,0.003965302
8,-1.195,55.805,0.002586557
8,-1.195,55.855,0.000652299
8,-1.145,55.255,0.000648781
8,-1.145,55.355,0.000923133
8,-1.145,55.405,0.000923719
8,-1.145,55.455,0.001472897
8,-1.145,55.505,0.003945644
8,-1.145,55.555,0.002574912
8,-1.145,55.605,0.004228537
8,-1.145,55.655,0.002855157
8,-1.145,55.705,0.002306224
8,-1.145,55.755,0.000651731
8,-1.145,55.805,0.002310188
8,-1.095,55.355,0.001744432
8,-1.095,55.405,0.002294018
8,-1.095,55.455,0.001747221
8,-1.095,55.505,0.00257255
